# This is a data file of potential over a plane
# Variables: N=25, Top=4, Right=1, Bottom=-4, Left=2, Front=3, Back=4, cycles=10000

# X	Y	Z	V
5	15	14	1.08176
5	15	15	1.14319
5	15	16	1.20186
5	15	17	1.26
5	15	18	1.31996
5	15	19	1.38425
5	15	20	1.45565
5	15	21	1.5372
5	15	22	1.63145
5	15	23	1.74701
5	15	24	1.75998
5	15	25	4
5	16	0	-4
5	16	1	-1.61648
5	16	2	-1.06217
5	16	3	-0.657538
5	16	4	-0.317558
5	16	5	-0.0338089
5	16	6	0.201173
5	16	7	0.395344
5	16	8	0.556105
5	16	9	0.689878
5	16	10	0.802063
5	16	11	0.897148
5	16	12	0.978872
5	16	13	1.05039
5	16	14	1.11442
5	16	15	1.17339
5	16	16	1.22957
5	16	17	1.28517
5	16	18	1.3425
5	16	19	1.40404
5	16	20	1.47254
5	16	21	1.551
5	16	22	1.64201
5	16	23	1.75415
5	16	24	1.76359
5	16	25	4
5	17	0	-4
5	17	1	-1.59802
5	17	2	-1.02741
5	17	3	-0.610037
5	17	4	-0.261327
5	17	5	0.0274387
5	17	6	0.264418
5	17	7	0.458365
5	17	8	0.617407
5	17	9	0.748542
5	17	10	0.857586
5	17	11	0.949305
5	17	12	1.02761
5	17	13	1.09573
5	17	14	1.15643
5	17	15	1.21212
5	17	16	1.26504
5	17	17	1.31735
5	17	18	1.37131
5	17	19	1.42933
5	17	20	1.49414
5	17	21	1.56869
5	17	22	1.65555
5	17	23	1.76332
5	17	24	1.76822
5	17	25	4
5	18	0	-4
5	18	1	-1.57087
5	18	2	-0.976983
5	18	3	-0.54243
5	18	4	-0.182962
5	18	5	0.111044
5	18	6	0.349126
5	18	7	0.541387
5	18	8	0.697048
5	18	9	0.823897
5	18	10	0.928273
5	18	11	1.01526
5	18	12	1.08893
5	18	13	1.15259
5	18	14	1.20901
5	18	15	1.26056
5	18	16	1.30942
5	18	17	1.35767
5	18	18	1.40748
5	18	19	1.46119
5	18	20	1.52144
5	18	21	1.59112
5	18	22	1.67278
5	18	23	1.77503
5	18	24	1.77415
5	18	25	4
5	19	0	-4
5	19	1	-1.53029
5	19	2	-0.903221
5	19	3	-0.446212
5	19	4	-0.0745624
5	19	5	0.223663
5	19	6	0.460613
5	19	7	0.648563
5	19	8	0.798281
5	19	9	0.918552
5	19	10	1.01629
5	19	11	1.09689
5	19	12	1.16454
5	19	13	1.22258
5	19	14	1.27371
5	19	15	1.32023
5	19	16	1.3642
5	19	17	1.4076
5	19	18	1.45245
5	19	19	1.501
5	19	20	1.55573
5	19	21	1.61946
5	19	22	1.69467
5	19	23	1.78998
5	19	24	1.78174
5	19	25	4
5	20	0	-4
5	20	1	-1.46762
5	20	2	-0.793074
5	20	3	-0.308097
5	20	4	0.0752036
5	20	5	0.374107
5	20	6	0.605445
5	20	7	0.784753
5	20	8	0.924784
5	20	9	1.03541
5	20	10	1.12406
5	20	11	1.19633
5	20	12	1.25642
5	20	13	1.30757
5	20	14	1.35237
5	20	15	1.39295
5	20	16	1.43121
5	20	17	1.46896
5	20	18	1.50805
5	20	19	1.55052
5	20	20	1.59871
5	20	21	1.65525
5	20	22	1.72251
5	20	23	1.80911
5	20	24	1.79149
5	20	25	4
5	21	0	-4
5	21	1	-1.36571
5	21	2	-0.623619
5	21	3	-0.107476
5	21	4	0.281935
5	21	5	0.573262
5	21	6	0.79102
5	21	7	0.955062
5	21	8	1.08026
5	21	9	1.17735
5	21	10	1.25403
5	21	11	1.31579
5	21	12	1.36665
5	21	13	1.40964
5	21	14	1.44706
5	21	15	1.48083
5	21	16	1.51259
5	21	17	1.54393
5	21	18	1.57644
5	21	19	1.61193
5	21	20	1.65245
5	21	21	1.70041
5	21	22	1.75797
5	21	23	1.83367
5	21	24	1.8041
5	21	25	4
5	22	0	-4
5	22	1	-1.18771
5	22	2	-0.353977
5	22	3	0.186183
5	22	4	0.564956
5	22	5	0.832465
5	22	6	1.02385
5	22	7	1.16335
5	22	8	1.2672
5	22	9	1.34623
5	22	10	1.40773
5	22	11	1.45672
5	22	12	1.49672
5	22	13	1.53028
5	22	14	1.55936
5	22	15	1.58551
5	22	16	1.61006
5	22	17	1.63428
5	22	18	1.65946
5	22	19	1.68706
5	22	20	1.71879
5	22	21	1.75668
5	22	22	1.80255
5	22	23	1.86475
5	22	24	1.81995
5	22	25	4
5	23	0	-4
5	23	1	-0.836861
5	23	2	0.0965602
5	23	3	0.621443
5	23	4	0.951074
5	23	5	1.16708
5	23	6	1.31401
5	23	7	1.41746
5	23	8	1.49263
5	23	9	1.54886
5	23	10	1.59207
5	23	11	1.62617
5	23	12	1.6538
5	23	13	1.67687
5	23	14	1.69677
5	23	15	1.71462
5	23	16	1.73135
5	23	17	1.74786
5	23	18	1.76506
5	23	19	1.78398
5	23	20	1.80586
5	23	21	1.8322
5	23	22	1.8643
5	23	23	1.91001
5	23	24	1.84735
5	23	25	4
5	24	0	-4
5	24	1	-0.184485
5	24	2	0.726857
5	24	3	1.11687
5	24	4	1.32625
5	24	5	1.45211
5	24	6	1.5336
5	24	7	1.5893
5	24	8	1.62901
5	24	9	1.65834
5	24	10	1.68069
5	24	11	1.6982
5	24	12	1.71233
5	24	13	1.72408
5	24	14	1.7342
5	24	15	1.74325
5	24	16	1.75173
5	24	17	1.7601
5	24	18	1.76883
5	24	19	1.77846
5	24	20	1.78964
5	24	21	1.80319
5	24	22	1.81958
5	24	23	1.84726
5	24	24	1.74899
5	24	25	4
5	25	0	0
5	25	1	4
5	25	2	4
5	25	3	4
5	25	4	4
5	25	5	4
5	25	6	4
5	25	7	4
5	25	8	4
5	25	9	4
5	25	10	4
5	25	11	4
5	25	12	4
5	25	13	4
5	25	14	4
5	25	15	4
5	25	16	4
5	25	17	4
5	25	18	4
5	25	19	4
5	25	20	4
5	25	21	4
5	25	22	4
5	25	23	4
5	25	24	4
5	25	25	0

6	0	0	0
6	0	1	3
6	0	2	3
6	0	3	3
6	0	4	3
6	0	5	3
6	0	6	3
6	0	7	3
6	0	8	3
6	0	9	3
6	0	10	3
6	0	11	3
6	0	12	3
6	0	13	3
6	0	14	3
6	0	15	3
6	0	16	3
6	0	17	3
6	0	18	3
6	0	19	3
6	0	20	3
6	0	21	3
6	0	22	3
6	0	23	3
6	0	24	3
6	0	25	0
6	1	0	-4
6	1	1	-0.250339
6	1	2	0.56207
6	1	3	0.908904
6	1	4	1.09879
6	1	5	1.21586
6	1	6	1.29374
6	1	7	1.34839
6	1	8	1.38834
6	1	9	1.41855
6	1	10	1.44208
6	1	11	1.46094
6	1	12	1.47653
6	1	13	1.48984
6	1	14	1.50167
6	1	15	1.51266
6	1	16	1.52342
6	1	17	1.53461
6	1	18	1.54698
6	1	19	1.56156
6	1	20	1.5799
6	1	21	1.60461
6	1	22	1.64051
6	1	23	1.70471
6	1	24	1.71734
6	1	25	4
6	2	0	-4
6	2	1	-0.994644
6	2	2	-0.159868
6	2	3	0.31003
6	2	4	0.611001
6	2	5	0.813175
6	2	6	0.954332
6	2	7	1.05629
6	2	8	1.13219
6	2	9	1.19027
6	2	10	1.23588
6	2	11	1.27266
6	2	12	1.30317
6	2	13	1.32931
6	2	14	1.35256
6	2	15	1.37416
6	2	16	1.39529
6	2	17	1.41714
6	2	18	1.44112
6	2	19	1.46902
6	2	20	1.50334
6	2	21	1.54785
6	2	22	1.60814
6	2	23	1.70037
6	2	24	1.71707
6	2	25	4
6	3	0	-4
6	3	1	-1.30069
6	3	2	-0.551584
6	3	3	-0.065085
6	3	4	0.283399
6	3	5	0.535737
6	3	6	0.72094
6	3	7	0.859295
6	3	8	0.964705
6	3	9	1.04669
6	3	10	1.11184
6	3	11	1.16484
6	3	12	1.20907
6	3	13	1.24712
6	3	14	1.28103
6	3	15	1.31255
6	3	16	1.34328
6	3	17	1.37488
6	3	18	1.4092
6	3	19	1.44846
6	3	20	1.49553
6	3	21	1.55422
6	3	22	1.62908
6	3	23	1.73241
6	3	24	1.74561
6	3	25	4
6	4	0	-4
6	4	1	-1.45719
6	4	2	-0.787579
6	4	3	-0.319951
6	4	4	0.0411319
6	4	5	0.318264
6	4	6	0.530706
6	4	7	0.694613
6	4	8	0.822523
6	4	9	0.923808
6	4	10	1.0054
6	4	11	1.07244
6	4	12	1.12882
6	4	13	1.17756
6	4	14	1.22112
6	4	15	1.2616
6	4	16	1.30096
6	4	17	1.34116
6	4	18	1.3843
6	4	19	1.43283
6	4	20	1.48963
6	4	21	1.55809
6	4	22	1.64153
6	4	23	1.74959
6	4	24	1.75936
6	4	25	4
6	5	0	-4
6	5	1	-1.54665
6	5	2	-0.935727
6	5	3	-0.49393
6	5	4	-0.135826
6	5	5	0.150927
6	5	6	0.378541
6	5	7	0.559138
6	5	8	0.703238
6	5	9	0.81936
6	5	10	0.914198
6	5	11	0.992958
6	5	12	1.05972
6	5	13	1.11776
6	5	14	1.16978
6	5	15	1.21813
6	5	16	1.26501
6	5	17	1.31255
6	5	18	1.36303
6	5	19	1.41893
6	5	20	1.48299
6	5	21	1.5582
6	5	22	1.64695
6	5	23	1.75747
6	5	24	1.76538
6	5	25	4
6	6	0	-4
6	6	1	-1.6016
6	6	2	-1.03185
6	6	3	-0.613453
6	6	4	-0.263774
6	6	5	0.0246773
6	6	6	0.259796
6	6	7	0.450654
6	6	8	0.60589
6	6	9	0.732985
6	6	10	0.83813
6	6	11	0.92635
6	6	12	1.00172
6	6	13	1.0676
6	6	14	1.12683
6	6	15	1.1819
6	6	16	1.23514
6	6	17	1.2888
6	6	18	1.34523
6	6	19	1.40687
6	6	20	1.47634
6	6	21	1.55628
6	6	22	1.64853
6	6	23	1.76068
6	6	24	1.7679
6	6	25	4
6	7	0	-4
6	7	1	-1.63692
6	7	2	-1.09573
6	7	3	-0.696038
6	7	4	-0.355578
6	7	5	-0.0689775
6	7	6	0.169227
6	7	7	0.366065
6	7	8	0.528703
6	7	9	0.663674
6	7	10	0.77661
6	7	11	0.872248
6	7	12	0.954548
6	7	13	1.02685
6	7	14	1.09203
6	7	15	1.15267
6	7	16	1.21114
6	7	17	1.26977
6	7	18	1.3309
6	7	19	1.39695
6	7	20	1.47041
6	7	21	1.55369
6	7	22	1.64837
6	7	23	1.76172
6	7	24	1.76886
6	7	25	4
6	8	0	-4
6	8	1	-1.66017
6	8	2	-1.13865
6	8	3	-0.752995
6	8	4	-0.42063
6	8	5	-0.137028
6	8	6	0.101982
6	8	7	0.302146
6	8	8	0.46959
6	8	9	0.610087
6	8	10	0.728768
6	8	11	0.830066
6	8	12	0.917777
6	8	13	0.995172
6	8	14	1.06512
6	8	15	1.1302
6	8	16	1.19283
6	8	17	1.25535
6	8	18	1.32008
6	8	19	1.38942
6	8	20	1.46576
6	8	21	1.55138
6	8	22	1.64771
6	8	23	1.76194
6	8	24	1.76921
6	8	25	4
6	9	0	-4
6	9	1	-1.67544
6	9	2	-1.16721
6	9	3	-0.791547
6	9	4	-0.465486
6	9	5	-0.184782
6	9	6	0.0540664
6	9	7	0.256042
6	9	8	0.426573
6	9	9	0.570879
6	9	10	0.693691
6	9	11	0.799175
6	9	12	0.890964
6	9	13	0.972243
6	9	14	1.04584
6	9	15	1.11432
6	9	16	1.1801
6	9	17	1.24551
6	9	18	1.31288
6	9	19	1.38454
6	9	20	1.46284
6	9	21	1.54999
6	9	22	1.64736
6	9	23	1.7621
6	9	24	1.76942
6	9	25	4
6	10	0	-4
6	10	1	-1.68505
6	10	2	-1.18532
6	10	3	-0.816257
6	10	4	-0.494551
6	10	5	-0.216033
6	10	6	0.0224625
6	10	7	0.22548
6	10	8	0.39801
6	10	9	0.544898
6	10	10	0.670586
6	10	11	0.779034
6	10	12	0.873742
6	10	13	0.957811
6	10	14	1.03402
6	10	15	1.10492
6	10	16	1.17291
6	10	17	1.24031
6	10	18	1.30941
6	10	19	1.38254
6	10	20	1.46201
6	10	21	1.54999
6	10	22	1.64781
6	10	23	1.76265
6	10	24	1.76978
6	10	25	4
6	11	0	-4
6	11	1	-1.69034
6	11	2	-1.19531
6	11	3	-0.829918
6	11	4	-0.510635
6	11	5	-0.233302
6	11	6	0.00509009
6	11	7	0.208848
6	11	8	0.382711
6	11	9	0.531301
6	11	10	0.658878
6	11	11	0.769267
6	11	12	0.865875
6	11	13	0.951743
6	11	14	1.02961
6	11	15	1.10201
6	11	16	1.17132
6	11	17	1.23984
6	11	18	1.30986
6	11	19	1.38368
6	11	20	1.46358
6	11	21	1.55172
6	11	22	1.64943
6	11	23	1.7639
6	11	24	1.77046
6	11	25	4
6	12	0	-4
6	12	1	-1.69202
6	12	2	-1.19844
6	12	3	-0.834076
6	12	4	-0.515332
6	12	5	-0.238044
6	12	6	0.000730935
6	12	7	0.205197
6	12	8	0.379986
6	12	9	0.529617
6	12	10	0.65827
6	12	11	0.76971
6	12	12	0.867299
6	12	13	0.954047
6	12	14	1.03268
6	12	15	1.1057
6	12	16	1.17548
6	12	17	1.24431
6	12	18	1.31447
6	12	19	1.38822
6	12	20	1.46784
6	12	21	1.55549
6	12	22	1.65249
6	12	23	1.76606
6	12	24	1.77158
6	12	25	4
6	13	0	-4
6	13	1	-1.69036
6	13	2	-1.19517
6	13	3	-0.82932
6	13	4	-0.50924
6	13	5	-0.230789
6	13	6	0.00896581
6	13	7	0.214235
6	13	8	0.38966
6	13	9	0.539777
6	13	10	0.668779
6	13	11	0.780443
6	13	12	0.878142
6	13	13	0.96489
6	13	14	1.04341
6	13	15	1.11621
6	13	16	1.18564
6	13	17	1.25399
6	13	18	1.3235
6	13	19	1.39645
6	13	20	1.4751
6	13	21	1.56158
6	13	22	1.65725
6	13	23	1.76933
6	13	24	1.77325
6	13	25	4
6	14	0	-4
6	14	1	-1.68525
6	14	2	-1.18533
6	14	3	-0.815393
6	14	4	-0.49205
6	14	5	-0.2112
6	14	6	0.0301496
6	14	7	0.236321
6	14	8	0.412093
6	14	9	0.562134
6	14	10	0.690751
6	14	11	0.80181
6	14	12	0.898746
6	14	13	0.984614
6	14	14	1.06216
6	14	15	1.13389
6	14	16	1.20216
6	14	17	1.26922
6	14	18	1.33734
6	14	19	1.40874
6	14	20	1.48568
6	14	21	1.5703
6	14	22	1.66395
6	14	23	1.77389
6	14	24	1.77555
6	14	25	4
6	15	0	-4
6	15	1	-1.67623
6	15	2	-1.16804
6	15	3	-0.791169
6	15	4	-0.462525
6	15	5	-0.178041
6	15	6	0.0654337
6	15	7	0.272488
6	15	8	0.448189
6	15	9	0.597476
6	15	10	0.724878
6	15	11	0.834426
6	15	12	0.929671
6	15	13	1.01374
6	15	14	1.08941
6	15	15	1.15922
6	15	16	1.22549
6	15	17	1.29049
6	15	18	1.35642
6	15	19	1.42551
6	15	20	1.5
6	15	21	1.58202
6	15	22	1.6729
6	15	23	1.77994
6	15	24	1.77861
6	15	25	4
6	16	0	-4
6	16	1	-1.66233
6	16	2	-1.14158
6	16	3	-0.754472
6	16	4	-0.418342
6	16	5	-0.129076
6	16	6	0.116835
6	16	7	0.324475
6	16	8	0.499416
6	16	9	0.647032
6	16	10	0.772193
6	16	11	0.879177
6	16	12	0.971698
6	16	13	1.05298
6	16	14	1.12584
6	16	15	1.19282
6	16	16	1.25625
6	16	17	1.31836
6	16	18	1.38131
6	16	19	1.44731
6	16	20	1.51855
6	16	21	1.59714
6	16	22	1.68444
6	16	23	1.78772
6	16	24	1.78253
6	16	25	4
6	17	0	-4
6	17	1	-1.64189
6	17	2	-1.10303
6	17	3	-0.701722
6	17	4	-0.355801
6	17	5	-0.0608633
6	17	6	0.187346
6	17	7	0.39478
6	17	8	0.56781
6	17	9	0.712455
6	17	10	0.834055
6	17	11	0.937207
6	17	12	1.02582
6	17	13	1.10321
6	17	14	1.17226
6	17	15	1.23549
6	17	16	1.2952
6	17	17	1.35357
6	17	18	1.41272
6	17	19	1.47478
6	17	20	1.54192
6	17	21	1.61621
6	17	22	1.69899
6	17	23	1.79756
6	17	24	1.78749
6	17	25	4
6	18	0	-4
6	18	1	-1.6121
6	18	2	-1.04763
6	18	3	-0.6273
6	18	4	-0.269367
6	18	5	0.0315089
6	18	6	0.281049
6	18	7	0.486669
6	18	8	0.655945
6	18	9	0.795778
6	18	10	0.912102
6	18	11	1.00988
6	18	12	1.09321
6	18	13	1.16551
6	18	14	1.22966
6	18	15	1.28816
6	18	16	1.34325
6	18	17	1.39701
6	18	18	1.4515
6	18	19	1.50877
6	18	20	1.57089
6	18	21	1.6399
6	18	22	1.7171
6	18	23	1.80982
6	18	24	1.79369
6	18	25	4
6	19	0	-4
6	19	1	-1.56812
6	19	2	-0.967513
6	19	3	-0.522514
6	19	4	-0.151009
6	19	5	0.154725
6	19	6	0.40318
6	19	7	0.60412
6	19	8	0.76682
6	19	9	0.899294
6	19	10	1.00814
6	19	11	1.09867
6	19	12	1.17516
6	19	13	1.24104
6	19	14	1.29915
6	19	15	1.35191
6	19	16	1.40145
6	19	17	1.44973
6	19	18	1.49869
6	19	19	1.55025
6	19	20	1.60639
6	19	21	1.66904
6	19	22	1.73947
6	19	23	1.82502
6	19	24	1.80137
6	19	25	4
6	20	0	-4
6	20	1	-1.50115
6	20	2	-0.849458
6	20	3	-0.373957
6	20	4	0.0105936
6	20	5	0.317434
6	20	6	0.559998
6	20	7	0.75156
6	20	8	0.903585
6	20	9	1.02531
6	20	10	1.12395
6	20	11	1.20507
6	20	12	1.27296
6	20	13	1.33099
6	20	14	1.38189
6	20	15	1.42789
6	20	16	1.47096
6	20	17	1.5129
6	20	18	1.55545
6	20	19	1.60038
6	20	20	1.6495
6	20	21	1.70462
6	20	22	1.76692
6	20	23	1.84374
6	20	24	1.81088
6	20	25	4
6	21	0	-4
6	21	1	-1.39397
6	21	2	-0.670473
6	21	3	-0.161098
6	21	4	0.230752
6	21	5	0.530017
6	21	6	0.758212
6	21	7	0.933272
6	21	8	1.06902
6	21	9	1.17574
6	21	10	1.26097
6	21	11	1.33024
6	21	12	1.38767
6	21	13	1.43642
6	21	14	1.47891
6	21	15	1.51717
6	21	16	1.5529
6	21	17	1.58766
6	21	18	1.62296
6	21	19	1.66034
6	21	20	1.70138
6	21	21	1.74771
6	21	22	1.80038
6	21	23	1.86669
6	21	24	1.82258
6	21	25	4
6	22	0	-4
6	22	1	-1.20971
6	22	2	-0.389836
6	22	3	0.146167
6	22	4	0.528066
6	22	5	0.802829
6	22	6	1.00317
6	22	7	1.15183
6	22	8	1.26428
6	22	9	1.35103
6	22	10	1.41933
6	22	11	1.47424
6	22	12	1.51937
6	22	13	1.55742
6	22	14	1.59043
6	22	15	1.62004
6	22	16	1.64763
6	22	17	1.67446
6	22	18	1.70173
6	22	19	1.73069
6	22	20	1.76263
6	22	21	1.79889
6	22	22	1.84033
6	22	23	1.89417
6	22	24	1.83643
6	22	25	4
6	23	0	-4
6	23	1	-0.851813
6	23	2	0.0726618
6	23	3	0.595529
6	23	4	0.928147
6	23	5	1.14982
6	23	6	1.3034
6	23	7	1.41348
6	23	8	1.49477
6	23	9	1.55643
6	23	10	1.60438
6	23	11	1.64256
6	23	12	1.67373
6	23	13	1.69987
6	23	14	1.72246
6	23	15	1.74266
6	23	16	1.76145
6	23	17	1.77971
6	23	18	1.7983
6	23	19	1.81809
6	23	20	1.83999
6	23	21	1.86499
6	23	22	1.89364
6	23	23	1.9329
6	23	24	1.8602
6	23	25	4
6	24	0	-4
6	24	1	-0.191975
6	24	2	0.7151
6	24	3	1.10446
6	24	4	1.31569
6	24	5	1.4447
6	24	6	1.52976
6	24	7	1.58895
6	24	8	1.63186
6	24	9	1.664
6	24	10	1.68877
6	24	11	1.70838
6	24	12	1.72432
6	24	13	1.73763
6	24	14	1.74911
6	24	15	1.75935
6	24	16	1.76887
6	24	17	1.77812
6	24	18	1.78754
6	24	19	1.79759
6	24	20	1.80874
6	24	21	1.82152
6	24	22	1.836
6	24	23	1.86009
6	24	24	1.75622
6	24	25	4
6	25	0	0
6	25	1	4
6	25	2	4
6	25	3	4
6	25	4	4
6	25	5	4
6	25	6	4
6	25	7	4
6	25	8	4
6	25	9	4
6	25	10	4
6	25	11	4
6	25	12	4
6	25	13	4
6	25	14	4
6	25	15	4
6	25	16	4
6	25	17	4
6	25	18	4
6	25	19	4
6	25	20	4
6	25	21	4
6	25	22	4
6	25	23	4
6	25	24	4
6	25	25	0

7	0	0	0
7	0	1	3
7	0	2	3
7	0	3	3
7	0	4	3
7	0	5	3
7	0	6	3
7	0	7	3
7	0	8	3
7	0	9	3
7	0	10	3
7	0	11	3
7	0	12	3
7	0	13	3
7	0	14	3
7	0	15	3
7	0	16	3
7	0	17	3
7	0	18	3
7	0	19	3
7	0	20	3
7	0	21	3
7	0	22	3
7	0	23	3
7	0	24	3
7	0	25	0
7	1	0	-4
7	1	1	-0.255841
7	1	2	0.552562
7	1	3	0.897405
7	1	4	1.08705
7	1	5	1.20507
7	1	6	1.28456
7	1	7	1.34112
7	1	8	1.38303
7	1	9	1.41511
7	1	10	1.44036
7	1	11	1.46079
7	1	12	1.47779
7	1	13	1.49237
7	1	14	1.50535
7	1	15	1.51738
7	1	16	1.5291
7	1	17	1.54113
7	1	18	1.55423
7	1	19	1.56935
7	1	20	1.58795
7	1	21	1.61251
7	1	22	1.64763
7	1	23	1.71025
7	1	24	1.72042
7	1	25	4
7	2	0	-4
7	2	1	-1.00537
7	2	2	-0.178511
7	2	3	0.287321
7	2	4	0.587618
7	2	5	0.791476
7	2	6	0.93567
7	2	7	1.04127
7	2	8	1.12095
7	2	9	1.18266
7	2	10	1.23164
7	2	11	1.27149
7	2	12	1.30478
7	2	13	1.33341
7	2	14	1.35892
7	2	15	1.38259
7	2	16	1.40558
7	2	17	1.42911
7	2	18	1.45451
7	2	19	1.48349
7	2	20	1.51835
7	2	21	1.56259
7	2	22	1.62143
7	2	23	1.71069
7	2	24	1.7228
7	2	25	4
7	3	0	-4
7	3	1	-1.31614
7	3	2	-0.578612
7	3	3	-0.0983121
7	3	4	0.248815
7	3	5	0.503242
7	3	6	0.69257
7	3	7	0.836015
7	3	8	0.946776
7	3	9	1.03397
7	3	10	1.10399
7	3	11	1.16144
7	3	12	1.20972
7	3	13	1.25142
7	3	14	1.28864
7	3	15	1.32318
7	3	16	1.35665
7	3	17	1.3907
7	3	18	1.42711
7	3	19	1.46795
7	3	20	1.51585
7	3	21	1.57421
7	3	22	1.6471
7	3	23	1.74639
7	3	24	1.75336
7	3	25	4
7	4	0	-4
7	4	1	-1.47672
7	4	2	-0.821969
7	4	3	-0.362627
7	4	4	-0.00378608
7	4	5	0.27551
7	4	6	0.492808
7	4	7	0.662915
7	4	8	0.797466
7	4	9	0.905296
7	4	10	0.993059
7	4	11	1.06579
7	4	12	1.12734
7	4	13	1.18079
7	4	14	1.22862
7	4	15	1.273
7	4	16	1.3159
7	4	17	1.35926
7	4	18	1.40511
7	4	19	1.4557
7	4	20	1.5136
7	4	21	1.58175
7	4	22	1.66288
7	4	23	1.76613
7	4	24	1.76851
7	4	25	4
7	5	0	-4
7	5	1	-1.56957
7	5	2	-0.97633
7	5	3	-0.544748
7	5	4	-0.18987
7	5	5	0.0988699
7	5	6	0.331752
7	5	7	0.51934
7	5	8	0.671077
7	5	9	0.794829
7	5	10	0.89693
7	5	11	0.982428
7	5	12	1.05537
7	5	13	1.11903
7	5	14	1.17618
7	5	15	1.22922
7	5	16	1.28035
7	5	17	1.3317
7	5	18	1.38543
7	5	19	1.44382
7	5	20	1.50926
7	5	21	1.58421
7	5	22	1.67046
7	5	23	1.77569
7	5	24	1.77545
7	5	25	4
7	6	0	-4
7	6	1	-1.62724
7	6	2	-1.07752
7	6	3	-0.671034
7	6	4	-0.325557
7	6	5	-0.0354489
7	6	6	0.205112
7	6	7	0.403484
7	6	8	0.567095
7	6	9	0.702665
7	6	10	0.815958
7	6	11	0.911793
7	6	12	0.994179
7	6	13	1.06648
7	6	14	1.13158
7	6	15	1.19202
7	6	16	1.25013
7	6	17	1.30816
7	6	18	1.36832
7	6	19	1.43283
7	6	20	1.50394
7	6	21	1.58371
7	6	22	1.67337
7	6	23	1.77993
7	6	24	1.77854
7	6	25	4
7	7	0	-4
7	7	1	-1.66471
7	7	2	-1.14542
7	7	3	-0.759045
7	7	4	-0.423675
7	7	5	-0.13581
7	7	6	0.107857
7	7	7	0.312531
7	7	8	0.484068
7	7	9	0.628155
7	7	10	0.749935
7	7	11	0.853897
7	7	12	0.943903
7	7	13	1.02329
7	7	14	1.09496
7	7	15	1.16154
7	7	16	1.22541
7	7	17	1.28887
7	7	18	1.35414
7	7	19	1.42338
7	7	20	1.4987
7	7	21	1.58193
7	7	22	1.67398
7	7	23	1.78159
7	7	24	1.77985
7	7	25	4
7	8	0	-4
7	8	1	-1.68958
7	8	2	-1.19141
7	8	3	-0.820198
7	8	4	-0.493676
7	8	5	-0.209187
7	8	6	0.035224
7	8	7	0.243413
7	8	8	0.420118
7	8	9	0.570203
7	8	10	0.69826
7	8	11	0.808435
7	8	12	0.904405
7	8	13	0.989416
7	8	14	1.06636
7	8	15	1.13785
7	8	16	1.20631
7	8	17	1.27403
7	8	18	1.34323
7	8	19	1.41602
7	8	20	1.4944
7	8	21	1.58007
7	8	22	1.67378
7	8	23	1.78217
7	8	24	1.7804
7	8	25	4
7	9	0	-4
7	9	1	-1.70603
7	9	2	-1.2222
7	9	3	-0.861841
7	9	4	-0.542208
7	9	5	-0.26094
7	9	6	-0.0167735
7	9	7	0.193333
7	9	8	0.373373
7	9	9	0.527609
7	9	10	0.660192
7	9	11	0.774973
7	9	12	0.875444
7	9	13	0.96475
7	9	14	1.04573
7	9	15	1.12098
7	9	16	1.19292
7	9	17	1.26383
7	9	18	1.3359
7	9	19	1.41122
7	9	20	1.4917
7	9	21	1.57897
7	9	22	1.67373
7	9	23	1.78257
7	9	24	1.78075
7	9	25	4
7	10	0	-4
7	10	1	-1.71644
7	10	2	-1.24183
7	10	3	-0.888651
7	10	4	-0.573782
7	10	5	-0.294932
7	10	6	-0.0511857
7	10	7	0.160031
7	10	8	0.34224
7	10	9	0.499299
7	10	10	0.635041
7	10	11	0.75309
7	10	12	0.856787
7	10	13	0.949182
7	10	14	1.03306
7	10	15	1.11099
7	10	16	1.18537
7	10	17	1.25847
7	10	18	1.33245
7	10	19	1.40936
7	10	20	1.49109
7	10	21	1.57923
7	10	22	1.67442
7	10	23	1.78332
7	10	24	1.78122
7	10	25	4
7	11	0	-4
7	11	1	-1.72219
7	11	2	-1.25269
7	11	3	-0.90351
7	11	4	-0.591295
7	11	5	-0.313753
7	11	6	-0.0701349
7	11	7	0.14188
7	11	8	0.325544
7	11	9	0.484469
7	11	10	0.622291
7	11	11	0.742483
7	11	12	0.848282
7	11	13	0.942671
7	11	14	1.02839
7	11	15	1.10798
7	11	16	1.18382
7	11	17	1.25816
7	11	18	1.33315
7	11	19	1.4108
7	11	20	1.49299
7	11	21	1.58127
7	11	22	1.67632
7	11	23	1.78477
7	11	24	1.782
7	11	25	4
7	12	0	-4
7	12	1	-1.72401
7	12	2	-1.25608
7	12	3	-0.908025
7	12	4	-0.5964
7	12	5	-0.318908
7	12	6	-0.0748733
7	12	7	0.137917
7	12	8	0.322595
7	12	9	0.482667
7	12	10	0.621675
7	12	11	0.743029
7	12	12	0.849914
7	12	13	0.945278
7	12	14	1.03184
7	12	15	1.11213
7	12	16	1.18849
7	12	17	1.26317
7	12	18	1.3383
7	12	19	1.41588
7	12	20	1.49775
7	12	21	1.58548
7	12	22	1.67973
7	12	23	1.78718
7	12	24	1.78325
7	12	25	4
7	13	0	-4
7	13	1	-1.72219
7	13	2	-1.2525
7	13	3	-0.902812
7	13	4	-0.589719
7	13	5	-0.310949
7	13	6	-0.0658356
7	13	7	0.14784
7	13	8	0.333222
7	13	9	0.49383
7	13	10	0.633225
